timestamp,lat,lon,elapsed_seconds,manual_timediff
2025-01-12 09:00:31,49.25777839069879,-123.24145941311187,31,31
2025-01-12 09:00:32,49.25777659370734,-123.241446363249,32,32
2025-01-12 09:00:33,49.2577747967159,-123.24143331338612,33,33
2025-01-12 09:00:34,49.25777299972445,-123.24142026352325,34,34
2025-01-12 09:00:35,49.25777120273301,-123.2414072136604,35,35
2025-01-12 09:00:36,49.25776940574156,-123.24139416379752,36,36
2025-01-12 09:00:37,49.257767608750115,-123.24138111393465,37,37
2025-01-12 09:00:38,49.257765811758674,-123.24136806407178,38,38
2025-01-12 09:00:39,49.257764014767226,-123.2413550142089,39,39
2025-01-12 09:00:40,49.257762217775785,-123.24134196434605,40,40
2025-01-12 09:00:41,49.25776042078434,-123.24132891448318,41,41
2025-01-12 09:00:42,49.25775862379289,-123.2413158646203,42,42
2025-01-12 09:00:43,49.25775682680145,-123.24130281475743,43,43
2025-01-12 09:00:44,49.25775502981,-123.24128976489456,44,44
2025-01-12 09:00:45,49.25775323281856,-123.2412767150317,45,45
2025-01-12 09:00:46,49.25775143582711,-123.24126366516883,46,46
2025-01-12 09:00:47,49.25774963883566,-123.24125061530596,47,47
2025-01-12 09:00:48,49.25774784184422,-123.24123756544309,48,48
2025-01-12 09:00:49,49.25774604485277,-123.24122451558021,49,49
2025-01-12 09:00:50,49.257744247861325,-123.24121146571736,50,50
2025-01-12 09:00:51,49.257742450869884,-123.24119841585448,51,51
2025-01-12 09:00:52,49.257740653878436,-123.24118536599161,52,52
2025-01-12 09:00:53,49.257738856886995,-123.24117231612874,53,53
2025-01-12 09:00:54,49.25773705989555,-123.24115926626587,54,54
2025-01-12 09:00:55,49.2577352629041,-123.241146216403,55,55
2025-01-12 09:00:56,49.25773346591266,-123.24113316654014,56,56
2025-01-12 09:00:57,49.25773166892121,-123.24112011667727,57,57
2025-01-12 09:00:58,49.25772987192977,-123.2411070668144,58,58
2025-01-12 09:00:59,49.25772807493832,-123.24109401695152,59,59
2025-01-12 09:01:00,49.25772627794687,-123.24108096708865,60,60
2025-01-12 09:01:01,49.25772448095543,-123.24106791722579,61,61
2025-01-12 09:01:02,49.25772268396398,-123.24105486736292,62,62
2025-01-12 09:01:03,49.25772088697254,-123.24104181750005,63,63
2025-01-12 09:01:04,49.257719089981094,-123.24102876763718,64,64
2025-01-12 09:01:05,49.257717292989646,-123.2410157177743,65,65
2025-01-12 09:01:06,49.257715495998205,-123.24100266791145,66,66
2025-01-12 09:01:07,49.25771369900676,-123.24098961804857,67,67
2025-01-12 09:01:08,49.257711902015316,-123.2409765681857,68,68
2025-01-12 09:01:09,49.25771010502387,-123.24096351832283,69,69
2025-01-12 09:01:10,49.25770830803242,-123.24095046845996,70,70
2025-01-12 09:01:11,49.25770651104098,-123.24093741859708,71,71
2025-01-12 09:01:12,49.25770471404953,-123.24092436873423,72,72
2025-01-12 09:01:13,49.25770291705808,-123.24091131887135,73,73
2025-01-12 09:01:14,49.25770112006664,-123.24089826900848,74,74
2025-01-12 09:01:15,49.257699323075194,-123.24088521914561,75,75
2025-01-12 09:01:16,49.25769752608375,-123.24087216928274,76,76
2025-01-12 09:01:17,49.257695729092305,-123.24085911941988,77,77
2025-01-12 09:01:18,49.25769393210086,-123.24084606955701,78,78
2025-01-12 09:01:19,49.257692135109416,-123.24083301969414,79,79
2025-01-12 09:01:20,49.25769033811797,-123.24081996983126,80,80
2025-01-12 09:01:21,49.25768854112653,-123.24080691996839,81,81
2025-01-12 09:01:22,49.25768674413508,-123.24079387010553,82,82
2025-01-12 09:01:23,49.25768494714363,-123.24078082024266,83,83
2025-01-12 09:01:24,49.25768315015219,-123.24076777037979,84,84
2025-01-12 09:01:25,49.25768135316074,-123.24075472051692,85,85
2025-01-12 09:01:26,49.2576795561693,-123.24074167065405,86,86
2025-01-12 09:01:27,49.25767775917785,-123.24072862079119,87,87
2025-01-12 09:01:28,49.257675962186404,-123.24071557092832,88,88
2025-01-12 09:01:29,49.25767416519496,-123.24070252106544,89,89
2025-01-12 09:01:30,49.257672368203515,-123.24068947120257,90,90
2025-01-12 09:01:31,49.25767057121207,-123.2406764213397,91,91
2025-01-12 09:01:32,49.257668774220626,-123.24066337147683,92,92
2025-01-12 09:01:33,49.25766697722918,-123.24065032161397,93,93
2025-01-12 09:01:34,49.25766518023774,-123.2406372717511,94,94
2025-01-12 09:01:35,49.25766338324629,-123.24062422188823,95,95
2025-01-12 09:01:36,49.25766158625484,-123.24061117202535,96,96
2025-01-12 09:01:37,49.2576597892634,-123.24059812216248,97,97
2025-01-12 09:01:38,49.25765799227195,-123.24058507229962,98,98
2025-01-12 09:01:39,49.25765619528051,-123.24057202243675,99,99
2025-01-12 09:01:40,49.25765439828906,-123.24055897257388,100,100
2025-01-12 09:01:41,49.257652601297615,-123.24054592271101,101,101
2025-01-12 09:01:42,49.257650804306174,-123.24053287284814,102,102
2025-01-12 09:01:43,49.257649007314726,-123.24051982298528,103,103
2025-01-12 09:01:44,49.257647210323285,-123.2405067731224,104,104
2025-01-12 09:01:45,49.257645413331836,-123.24049372325953,105,105
2025-01-12 09:01:46,49.25764361634039,-123.24048067339666,106,106
2025-01-12 09:01:47,49.25764181934895,-123.24046762353379,107,107
2025-01-12 09:01:48,49.2576400223575,-123.24045457367093,108,108
2025-01-12 09:01:49,49.25763822536606,-123.24044152380806,109,109
2025-01-12 09:01:50,49.25763642837461,-123.24042847394519,110,110
2025-01-12 09:01:51,49.25763463138316,-123.24041542408231,111,111
2025-01-12 09:01:52,49.25763283439172,-123.24040237421944,112,112
2025-01-12 09:01:53,49.25763103740027,-123.24038932435657,113,113
2025-01-12 09:01:54,49.257629240408825,-123.24037627449371,114,114
2025-01-12 09:01:55,49.257627443417384,-123.24036322463084,115,115
2025-01-12 09:01:56,49.257625646425936,-123.24035017476797,116,116
2025-01-12 09:01:57,49.257623849434495,-123.2403371249051,117,117
2025-01-12 09:01:58,49.25762205244305,-123.24032407504222,118,118
2025-01-12 09:01:59,49.2576202554516,-123.24031102517937,119,119
2025-01-12 09:02:00,49.25761845846016,-123.2402979753165,120,120
2025-01-12 09:02:01,49.25761666146871,-123.24028492545362,121,121
2025-01-12 09:02:02,49.25761486447727,-123.24027187559075,122,122
2025-01-12 09:02:03,49.25761306748582,-123.24025882572788,123,123
2025-01-12 09:02:04,49.25761127049437,-123.24024577586502,124,124
2025-01-12 09:02:05,49.25760947350293,-123.24023272600215,125,125
2025-01-12 09:02:06,49.25760767651148,-123.24021967613928,126,126
2025-01-12 09:02:07,49.25760587952004,-123.2402066262764,127,127
2025-01-12 09:02:08,49.257604082528594,-123.24019357641353,128,128
2025-01-12 09:02:09,49.257602285537146,-123.24018052655067,129,129
2025-01-12 09:02:10,49.257600488545705,-123.2401674766878,130,130
2025-01-12 09:02:11,49.25759869155426,-123.24015442682493,131,131
2025-01-12 09:02:12,49.25759689456281,-123.24014137696206,132,132
2025-01-12 09:02:13,49.25759509757137,-123.24012832709919,133,133
2025-01-12 09:02:14,49.25759330057992,-123.24011527723631,134,134
2025-01-12 09:02:15,49.25759150358848,-123.24010222737346,135,135
2025-01-12 09:02:16,49.25758970659703,-123.24008917751058,136,136
2025-01-12 09:02:17,49.25758790960558,-123.24007612764771,137,137
2025-01-12 09:02:18,49.25758611261414,-123.24006307778484,138,138
2025-01-12 09:02:19,49.257584315622694,-123.24005002792197,139,139
2025-01-12 09:02:20,49.25758251863125,-123.24003697805911,140,140
2025-01-12 09:02:21,49.257580721639805,-123.24002392819624,141,141
2025-01-12 09:02:22,49.25757892464836,-123.24001087833336,142,142
2025-01-12 09:02:23,49.257577127656916,-123.23999782847049,143,143
2025-01-12 09:02:24,49.25757533066547,-123.23998477860762,144,144
2025-01-12 09:02:25,49.25757353367403,-123.23997172874476,145,145
2025-01-12 09:02:26,49.25757173668258,-123.23995867888189,146,146
2025-01-12 09:02:27,49.25756993969113,-123.23994562901902,147,147
2025-01-12 09:02:28,49.25756814269969,-123.23993257915615,148,148
2025-01-12 09:02:29,49.25756634570824,-123.23991952929327,149,149
2025-01-12 09:02:30,49.2575645487168,-123.2399064794304,150,150
2025-01-12 09:02:31,49.25756275172535,-123.23989342956754,151,151
2025-01-12 09:02:32,49.257560954733904,-123.23988037970467,152,152
2025-01-12 09:02:33,49.25755915774246,-123.2398673298418,153,153
2025-01-12 09:02:34,49.257557360751015,-123.23985427997893,154,154
2025-01-12 09:02:35,49.25755556375957,-123.23984123011606,155,155
2025-01-12 09:02:36,49.257553766768126,-123.2398281802532,156,156
2025-01-12 09:02:37,49.25755196977668,-123.23981513039033,157,157
2025-01-12 09:02:38,49.25755017278524,-123.23980208052745,158,158
2025-01-12 09:02:39,49.25754837579379,-123.23978903066458,159,159
2025-01-12 09:02:40,49.25754657880234,-123.23977598080171,160,160
2025-01-12 09:02:41,49.2575447818109,-123.23976293093885,161,161
2025-01-12 09:02:42,49.25754298481945,-123.23974988107598,162,162
2025-01-12 09:02:43,49.25754118782801,-123.23973683121311,163,163
2025-01-12 09:02:44,49.25753939083656,-123.23972378135024,164,164
2025-01-12 09:02:45,49.257537593845115,-123.23971073148736,165,165
2025-01-12 09:02:46,49.257535796853674,-123.2396976816245,166,166
2025-01-12 09:02:47,49.257533999862225,-123.23968463176163,167,167
2025-01-12 09:02:48,49.257532202870784,-123.23967158189876,168,168
2025-01-12 09:02:49,49.257530405879336,-123.23965853203589,169,169
2025-01-12 09:02:50,49.25752860888789,-123.23964548217302,170,170
2025-01-12 09:02:51,49.25752681189645,-123.23963243231015,171,171
2025-01-12 09:02:52,49.257525014905,-123.23961938244729,172,172
2025-01-12 09:02:53,49.25752321791355,-123.23960633258442,173,173
2025-01-12 09:02:54,49.25752142092211,-123.23959328272154,174,174
2025-01-12 09:02:55,49.25751962393066,-123.23958023285867,175,175
2025-01-12 09:02:56,49.25751782693922,-123.2395671829958,176,176
2025-01-12 09:02:57,49.25751602994777,-123.23955413313294,177,177
2025-01-12 09:02:58,49.257514232956325,-123.23954108327007,178,178
2025-01-12 09:02:59,49.257512435964884,-123.2395280334072,179,179
2025-01-12 09:03:00,49.257510638973436,-123.23951498354432,180,180
2025-01-12 09:03:01,49.257508841981995,-123.23950193368145,181,181
2025-01-12 09:03:02,49.25750704499055,-123.2394888838186,182,182
2025-01-12 09:03:03,49.2575052479991,-123.23947583395572,183,183
2025-01-12 09:03:04,49.25750345100766,-123.23946278409285,184,184
2025-01-12 09:03:05,49.25750165401621,-123.23944973422998,185,185
2025-01-12 09:03:06,49.25749985702477,-123.2394366843671,186,186
2025-01-12 09:03:07,49.25749806003332,-123.23942363450425,187,187
2025-01-12 09:03:08,49.25749626304187,-123.23941058464138,188,188
2025-01-12 09:03:09,49.25749446605043,-123.2393975347785,189,189
2025-01-12 09:03:10,49.25749266905898,-123.23938448491563,190,190
2025-01-12 09:03:11,49.257490872067535,-123.23937143505276,191,191
2025-01-12 09:03:12,49.257489075076094,-123.23935838518989,192,192
2025-01-12 09:03:13,49.257487278084646,-123.23934533532703,193,193
2025-01-12 09:03:14,49.257485481093205,-123.23933228546416,194,194
2025-01-12 09:03:15,49.25748368410176,-123.23931923560129,195,195
2025-01-12 09:03:16,49.25748188711031,-123.23930618573841,196,196
2025-01-12 09:03:17,49.25748009011887,-123.23929313587554,197,197
2025-01-12 09:03:18,49.25747829312742,-123.23928008601268,198,198
2025-01-12 09:03:19,49.25747649613598,-123.23926703614981,199,199
2025-01-12 09:03:20,49.25747469914453,-123.23925398628694,200,200
2025-01-12 09:03:21,49.25747290215308,-123.23924093642407,201,201
2025-01-12 09:03:22,49.25747110516164,-123.2392278865612,202,202
2025-01-12 09:03:23,49.257469308170194,-123.23921483669834,203,203
2025-01-12 09:03:24,49.25746751117875,-123.23920178683547,204,204
2025-01-12 09:03:25,49.257465714187305,-123.2391887369726,205,205
2025-01-12 09:03:26,49.25746391719586,-123.23917568710972,206,206
2025-01-12 09:03:27,49.257462120204416,-123.23916263724685,207,207
2025-01-12 09:03:28,49.25746032321297,-123.23914958738399,208,208
2025-01-12 09:03:29,49.25745852622153,-123.23913653752112,209,209
2025-01-12 09:03:30,49.25745672923008,-123.23912348765825,210,210
2025-01-12 09:03:31,49.25745493223863,-123.23911043779538,211,211
2025-01-12 09:03:32,49.25745313524719,-123.2390973879325,212,212
2025-01-12 09:03:33,49.25745133825574,-123.23908433806963,213,213
2025-01-12 09:03:34,49.25744954126429,-123.23907128820677,214,214
2025-01-12 09:03:35,49.25744774427285,-123.2390582383439,215,215
2025-01-12 09:03:36,49.257445947281404,-123.23904518848103,216,216
2025-01-12 09:03:37,49.25744415028996,-123.23903213861816,217,217
2025-01-12 09:03:38,49.257442353298515,-123.23901908875528,218,218
2025-01-12 09:03:39,49.25744055630707,-123.23900603889243,219,219
2025-01-12 09:03:40,49.257438759315626,-123.23899298902955,220,220
2025-01-12 09:03:41,49.25743696232418,-123.23897993916668,221,221
2025-01-12 09:03:42,49.25743516533274,-123.23896688930381,222,222
2025-01-12 09:03:43,49.25743336834129,-123.23895383944094,223,223
2025-01-12 09:03:44,49.25743157134984,-123.23894078957808,224,224
2025-01-12 09:03:45,49.2574297743584,-123.23892773971521,225,225
2025-01-12 09:03:46,49.25742797736695,-123.23891468985234,226,226
2025-01-12 09:03:47,49.25742618037551,-123.23890163998946,227,227
2025-01-12 09:03:48,49.25742438338406,-123.23888859012659,228,228
2025-01-12 09:03:49,49.257422586392615,-123.23887554026373,229,229
2025-01-12 09:03:50,49.25742078940117,-123.23886249040086,230,230
2025-01-12 09:03:51,49.257418992409725,-123.23884944053799,231,231
2025-01-12 09:03:52,49.25741719541828,-123.23883639067512,232,232
2025-01-12 09:03:53,49.257415398426836,-123.23882334081225,233,233
2025-01-12 09:03:54,49.25741360143539,-123.23881029094937,234,234
2025-01-12 09:03:55,49.25741180444395,-123.23879724108652,235,235
2025-01-12 09:03:56,49.2574100074525,-123.23878419122364,236,236
2025-01-12 09:03:57,49.25740821046105,-123.23877114136077,237,237
2025-01-12 09:03:58,49.25740641346961,-123.2387580914979,238,238
2025-01-12 09:03:59,49.25740461647816,-123.23874504163503,239,239
2025-01-12 09:04:00,49.25740281948672,-123.23873199177217,240,240
2025-01-12 09:04:01,49.25740102249527,-123.2387189419093,241,241
2025-01-12 09:04:02,49.257399225503825,-123.23870589204643,242,242
2025-01-12 09:04:03,49.257397428512384,-123.23869284218355,243,243
2025-01-12 09:04:04,49.257395631520936,-123.23867979232068,244,244
2025-01-12 09:04:05,49.257393834529495,-123.23866674245782,245,245
2025-01-12 09:04:06,49.25739203753805,-123.23865369259495,246,246
2025-01-12 09:04:07,49.2573902405466,-123.23864064273208,247,247
2025-01-12 09:04:08,49.25738844355516,-123.23862759286921,248,248
2025-01-12 09:04:09,49.25738664656371,-123.23861454300634,249,249
2025-01-12 09:04:10,49.25738484957226,-123.23860149314348,250,250
2025-01-12 09:04:11,49.25738305258082,-123.2385884432806,251,251
2025-01-12 09:04:12,49.25738125558937,-123.23857539341773,252,252
2025-01-12 09:04:13,49.25737945859793,-123.23856234355486,253,253
2025-01-12 09:04:14,49.25737766160648,-123.23854929369199,254,254
2025-01-12 09:04:15,49.257375864615035,-123.23853624382912,255,255
2025-01-12 09:04:16,49.257374067623594,-123.23852319396626,256,256
2025-01-12 09:04:17,49.257372270632146,-123.23851014410339,257,257
2025-01-12 09:04:18,49.257370473640705,-123.23849709424051,258,258
2025-01-12 09:04:19,49.25736867664926,-123.23848404437764,259,259
2025-01-12 09:04:20,49.25736687965781,-123.23847099451477,260,260
2025-01-12 09:04:21,49.25736508266637,-123.23845794465191,261,261
2025-01-12 09:04:22,49.25736328567492,-123.23844489478904,262,262
2025-01-12 09:04:23,49.25736148868348,-123.23843184492617,263,263
2025-01-12 09:04:24,49.25735969169203,-123.2384187950633,264,264
2025-01-12 09:04:25,49.25735789470058,-123.23840574520042,265,265
2025-01-12 09:04:26,49.25735609770914,-123.23839269533757,266,266
2025-01-12 09:04:27,49.257354300717694,-123.2383796454747,267,267
2025-01-12 09:04:28,49.25735250372625,-123.23836659561182,268,268
2025-01-12 09:04:29,49.257350706734805,-123.23835354574895,269,269
2025-01-12 09:04:30,49.25734890974336,-123.23834049588608,270,270
2025-01-12 09:04:31,49.257347112751916,-123.2383274460232,271,271
2025-01-12 09:04:32,49.25734531576047,-123.23831439616035,272,272
2025-01-12 09:04:33,49.25734351876902,-123.23830134629748,273,273
2025-01-12 09:04:34,49.25734172177758,-123.2382882964346,274,274
2025-01-12 09:04:35,49.25733992478613,-123.23827524657173,275,275
2025-01-12 09:04:36,49.25733812779469,-123.23826219670886,276,276
2025-01-12 09:04:37,49.25733633080324,-123.238249146846,277,277
2025-01-12 09:04:38,49.25733453381179,-123.23823609698313,278,278
2025-01-12 09:04:39,49.25733273682035,-123.23822304712026,279,279
2025-01-12 09:04:40,49.257330939828904,-123.23820999725739,280,280
2025-01-12 09:04:41,49.25732914283746,-123.23819694739451,281,281
2025-01-12 09:04:42,49.257327345846015,-123.23818389753166,282,282
2025-01-12 09:04:43,49.25732554885457,-123.23817084766878,283,283
2025-01-12 09:04:44,49.257323751863126,-123.23815779780591,284,284
2025-01-12 09:04:45,49.25732195487168,-123.23814474794304,285,285
2025-01-12 09:04:46,49.25732015788024,-123.23813169808017,286,286
2025-01-12 09:04:47,49.25731836088879,-123.23811864821731,287,287
2025-01-12 09:04:48,49.25731656389734,-123.23810559835444,288,288
2025-01-12 09:04:49,49.2573147669059,-123.23809254849157,289,289
2025-01-12 09:04:50,49.25731296991445,-123.2380794986287,290,290
2025-01-12 09:04:51,49.257311172923,-123.23806644876582,291,291
2025-01-12 09:04:52,49.25730937593156,-123.23805339890295,292,292
2025-01-12 09:04:53,49.257307578940114,-123.23804034904009,293,293
2025-01-12 09:04:54,49.25730578194867,-123.23802729917722,294,294
2025-01-12 09:04:55,49.257303984957225,-123.23801424931435,295,295
2025-01-12 09:04:56,49.25730218796578,-123.23800119945147,296,296
2025-01-12 09:04:57,49.257300390974336,-123.2379881495886,297,297
2025-01-12 09:04:58,49.25729859398289,-123.23797509972574,298,298
2025-01-12 09:04:59,49.25729679699145,-123.23796204986287,299,299
2025-01-12 09:05:00,49.257295,-123.237949,300,300
2025-01-12 09:05:00,49.257295,-123.237949,300,300
2025-01-12 09:05:01,49.257295,-123.237949,301,301
2025-01-12 09:05:02,49.257295,-123.237949,302,302
2025-01-12 09:05:03,49.257295,-123.237949,303,303
2025-01-12 09:05:04,49.257295,-123.237949,304,304
2025-01-12 09:05:05,49.257295,-123.237949,305,305
2025-01-12 09:05:06,49.257295,-123.237949,306,306
2025-01-12 09:05:07,49.257295,-123.237949,307,307
2025-01-12 09:05:08,49.257295,-123.237949,308,308
2025-01-12 09:05:09,49.257295,-123.237949,309,309
2025-01-12 09:05:10,49.257295,-123.237949,310,310
2025-01-12 09:05:11,49.257295,-123.237949,311,311
2025-01-12 09:05:12,49.257295,-123.237949,312,312
2025-01-12 09:05:13,49.257295,-123.237949,313,313
2025-01-12 09:05:14,49.257295,-123.237949,314,314
2025-01-12 09:05:15,49.257295,-123.237949,315,315
2025-01-12 09:05:16,49.257295,-123.237949,316,316
2025-01-12 09:05:17,49.257295,-123.237949,317,317
2025-01-12 09:05:18,49.257295,-123.237949,318,318
2025-01-12 09:05:19,49.257295,-123.237949,319,319
2025-01-12 09:05:20,49.257295,-123.237949,320,320
2025-01-12 09:05:21,49.257295,-123.237949,321,321
2025-01-12 09:05:22,49.257295,-123.237949,322,322
2025-01-12 09:05:23,49.257295,-123.237949,323,323
2025-01-12 09:05:24,49.257295,-123.237949,324,324
2025-01-12 09:05:25,49.257295,-123.237949,325,325
2025-01-12 09:05:26,49.257295,-123.237949,326,326
2025-01-12 09:05:27,49.257295,-123.237949,327,327
2025-01-12 09:05:28,49.257295,-123.237949,328,328
2025-01-12 09:05:29,49.257295,-123.237949,329,329
2025-01-12 09:05:30,49.257295,-123.237949,330,330
2025-01-12 09:05:31,49.257295,-123.237949,331,331
2025-01-12 09:05:32,49.257295,-123.237949,332,332
2025-01-12 09:05:33,49.257295,-123.237949,333,333
2025-01-12 09:05:34,49.257295,-123.237949,334,334
2025-01-12 09:05:35,49.257295,-123.237949,335,335
2025-01-12 09:05:36,49.257295,-123.237949,336,336
2025-01-12 09:05:37,49.257295,-123.237949,337,337
2025-01-12 09:05:38,49.257295,-123.237949,338,338
2025-01-12 09:05:39,49.257295,-123.237949,339,339
2025-01-12 09:05:40,49.257295,-123.237949,340,340
2025-01-12 09:05:41,49.257295,-123.237949,341,341
2025-01-12 09:05:42,49.257295,-123.237949,342,342
2025-01-12 09:05:43,49.257295,-123.237949,343,343
2025-01-12 09:05:44,49.257295,-123.237949,344,344
2025-01-12 09:05:45,49.257295,-123.237949,345,345
2025-01-12 09:05:46,49.257295,-123.237949,346,346
2025-01-12 09:05:47,49.257295,-123.237949,347,347
2025-01-12 09:05:48,49.257295,-123.237949,348,348
2025-01-12 09:05:49,49.257295,-123.237949,349,349
2025-01-12 09:05:50,49.257295,-123.237949,350,350
2025-01-12 09:05:51,49.257295,-123.237949,351,351
2025-01-12 09:05:52,49.257295,-123.237949,352,352
2025-01-12 09:05:53,49.257295,-123.237949,353,353
2025-01-12 09:05:54,49.257295,-123.237949,354,354
2025-01-12 09:05:55,49.257295,-123.237949,355,355
2025-01-12 09:05:56,49.257295,-123.237949,356,356
2025-01-12 09:05:57,49.257295,-123.237949,357,357
2025-01-12 09:05:58,49.257295,-123.237949,358,358
2025-01-12 09:05:59,49.257295,-123.237949,359,359
2025-01-12 09:06:00,49.257295,-123.237949,360,360
2025-01-12 09:06:01,49.257295,-123.237949,361,361
2025-01-12 09:06:02,49.257295,-123.237949,362,362
2025-01-12 09:06:03,49.257295,-123.237949,363,363
2025-01-12 09:06:04,49.257295,-123.237949,364,364
2025-01-12 09:06:05,49.257295,-123.237949,365,365
2025-01-12 09:06:06,49.257295,-123.237949,366,366
2025-01-12 09:06:07,49.257295,-123.237949,367,367
2025-01-12 09:06:08,49.257295,-123.237949,368,368
2025-01-12 09:06:09,49.257295,-123.237949,369,369
2025-01-12 09:06:10,49.257295,-123.237949,370,370
2025-01-12 09:06:11,49.257295,-123.237949,371,371
2025-01-12 09:06:12,49.257295,-123.237949,372,372
2025-01-12 09:06:13,49.257295,-123.237949,373,373
2025-01-12 09:06:14,49.257295,-123.237949,374,374
2025-01-12 09:06:15,49.257295,-123.237949,375,375
2025-01-12 09:06:16,49.257295,-123.237949,376,376
2025-01-12 09:06:17,49.257295,-123.237949,377,377
2025-01-12 09:06:18,49.257295,-123.237949,378,378
2025-01-12 09:06:19,49.257295,-123.237949,379,379
2025-01-12 09:06:20,49.257295,-123.237949,380,380
2025-01-12 09:06:21,49.257295,-123.237949,381,381
2025-01-12 09:06:22,49.257295,-123.237949,382,382
2025-01-12 09:06:23,49.257295,-123.237949,383,383
2025-01-12 09:06:24,49.257295,-123.237949,384,384
2025-01-12 09:06:25,49.257295,-123.237949,385,385
2025-01-12 09:06:26,49.257295,-123.237949,386,386
2025-01-12 09:06:27,49.257295,-123.237949,387,387
2025-01-12 09:06:28,49.257295,-123.237949,388,388
2025-01-12 09:06:29,49.257295,-123.237949,389,389
2025-01-12 09:06:30,49.257295,-123.237949,390,390
2025-01-12 09:06:31,49.257295,-123.237949,391,391
2025-01-12 09:06:32,49.257295,-123.237949,392,392
2025-01-12 09:06:33,49.257295,-123.237949,393,393
2025-01-12 09:06:34,49.257295,-123.237949,394,394
2025-01-12 09:06:35,49.257295,-123.237949,395,395
2025-01-12 09:06:36,49.257295,-123.237949,396,396
2025-01-12 09:06:37,49.257295,-123.237949,397,397
2025-01-12 09:06:38,49.257295,-123.237949,398,398
2025-01-12 09:06:39,49.257295,-123.237949,399,399
2025-01-12 09:06:40,49.257295,-123.237949,400,400
2025-01-12 09:06:41,49.257295,-123.237949,401,401
2025-01-12 09:06:42,49.257295,-123.237949,402,402
2025-01-12 09:06:43,49.257295,-123.237949,403,403
2025-01-12 09:06:44,49.257295,-123.237949,404,404
2025-01-12 09:06:45,49.257295,-123.237949,405,405
2025-01-12 09:06:46,49.257295,-123.237949,406,406
2025-01-12 09:06:47,49.257295,-123.237949,407,407
2025-01-12 09:06:48,49.257295,-123.237949,408,408
2025-01-12 09:06:49,49.257295,-123.237949,409,409
2025-01-12 09:06:50,49.257295,-123.237949,410,410
2025-01-12 09:06:51,49.257295,-123.237949,411,411
2025-01-12 09:06:52,49.257295,-123.237949,412,412
2025-01-12 09:06:53,49.257295,-123.237949,413,413
2025-01-12 09:06:54,49.257295,-123.237949,414,414
2025-01-12 09:06:55,49.257295,-123.237949,415,415
2025-01-12 09:06:56,49.257295,-123.237949,416,416
2025-01-12 09:06:57,49.257295,-123.237949,417,417
2025-01-12 09:06:58,49.257295,-123.237949,418,418
2025-01-12 09:06:59,49.257295,-123.237949,419,419
2025-01-12 09:07:00,49.257295,-123.237949,420,420
2025-01-12 09:07:01,49.257295,-123.237949,421,421
2025-01-12 09:07:02,49.257295,-123.237949,422,422
2025-01-12 09:07:03,49.257295,-123.237949,423,423
2025-01-12 09:07:04,49.257295,-123.237949,424,424
2025-01-12 09:07:05,49.257295,-123.237949,425,425
2025-01-12 09:07:06,49.257295,-123.237949,426,426
2025-01-12 09:07:07,49.257295,-123.237949,427,427
2025-01-12 09:07:08,49.257295,-123.237949,428,428
2025-01-12 09:07:09,49.257295,-123.237949,429,429
2025-01-12 09:07:10,49.257295,-123.237949,430,430
2025-01-12 09:07:11,49.257295,-123.237949,431,431
2025-01-12 09:07:12,49.257295,-123.237949,432,432
